sub_id,stim_id,condition,rt,stim_type,stim_sex,condition.e,stim_sex.e,stim_type.e
604771,Decimal,congruent,570,object,male,-0.5,0.5,0.5
604771,_bf_serenawilliams,congruent,567,person,female,-0.5,-0.5,-0.5
604771,Vocabulary,congruent,512,object,female,-0.5,-0.5,0.5
604771,_wf_jessicasimpson,congruent,505,person,female,-0.5,-0.5,-0.5
604771,Math,congruent,496,object,male,-0.5,0.5,0.5
604771,_bf_aliciakeys,congruent,478,person,female,-0.5,-0.5,-0.5
604771,Fraction,congruent,535,object,male,-0.5,0.5,0.5
604771,_wf_jessicasimpson,congruent,543,person,female,-0.5,-0.5,-0.5
604771,_wm_nicklachey,congruent,858,person,male,-0.5,0.5,-0.5
604771,Literature,incongruent,1222,object,female,0.5,-0.5,0.5
604771,_wf_jessicasimpson,incongruent,762,person,female,0.5,-0.5,-0.5
604771,Multiply,incongruent,1254,object,male,0.5,0.5,0.5
604771,_wm_nicklachey,incongruent,603,person,male,0.5,0.5,-0.5
604771,Number,incongruent,1068,object,male,0.5,0.5,0.5
604771,Vocabulary,incongruent,914,object,female,0.5,-0.5,0.5
604771,_bm_nickcannon,incongruent,613,person,male,0.5,0.5,-0.5
604771,Essay,incongruent,632,object,female,0.5,-0.5,0.5
604771,_bf_aliciakeys,incongruent,559,person,female,0.5,-0.5,-0.5
604771,Count,incongruent,711,object,male,0.5,0.5,0.5
604771,_bm_neyo,incongruent,574,person,male,0.5,0.5,-0.5
604771,Spelling,incongruent,536,object,female,0.5,-0.5,0.5
604771,_wf_jessicabiel,incongruent,623,person,female,0.5,-0.5,-0.5
604771,Math,incongruent,948,object,male,0.5,0.5,0.5
604771,_wm_mattdamon,incongruent,783,person,male,0.5,0.5,-0.5
604771,_wm_nicklachey,incongruent,884,person,male,0.5,0.5,-0.5
604771,Number,incongruent,991,object,male,0.5,0.5,0.5
604771,Paragraph,incongruent,829,object,female,0.5,-0.5,0.5
604771,_wm_nicklachey,incongruent,799,person,male,0.5,0.5,-0.5
604771,Multiply,incongruent,1195,object,male,0.5,0.5,0.5
604771,_wf_jessicabiel,incongruent,560,person,female,0.5,-0.5,-0.5
604771,Math,incongruent,546,object,male,0.5,0.5,0.5
604771,_wm_mattdamon,incongruent,539,person,male,0.5,0.5,-0.5
604771,Fraction,incongruent,676,object,male,0.5,0.5,0.5
604771,_wf_jessicasimpson,incongruent,641,person,female,0.5,-0.5,-0.5
604771,Poetry,incongruent,897,object,female,0.5,-0.5,0.5
604771,_bm_nickcannon,incongruent,535,person,male,0.5,0.5,-0.5
604771,Count,incongruent,638,object,male,0.5,0.5,0.5
604771,_wm_nicklachey,incongruent,610,person,male,0.5,0.5,-0.5
604771,Essay,incongruent,952,object,female,0.5,-0.5,0.5
604771,_bf_aliciakeys,incongruent,679,person,female,0.5,-0.5,-0.5
604771,Vocabulary,incongruent,793,object,female,0.5,-0.5,0.5
604771,_wf_jessicasimpson,incongruent,628,person,female,0.5,-0.5,-0.5
604772,Essay,incongruent,1056,object,female,0.5,-0.5,0.5
604772,_bf_aliciakeys,incongruent,624,person,female,0.5,-0.5,-0.5
604772,Sentence,incongruent,917,object,female,0.5,-0.5,0.5
604772,_bm_nickcannon,incongruent,625,person,male,0.5,0.5,-0.5
604772,Count,incongruent,678,object,male,0.5,0.5,0.5
604772,_bm_neyo,incongruent,636,person,male,0.5,0.5,-0.5
604772,Vocabulary,incongruent,980,object,female,0.5,-0.5,0.5
604772,_wm_nicklachey,incongruent,575,person,male,0.5,0.5,-0.5
604772,Poetry,incongruent,659,object,female,0.5,-0.5,0.5
604772,_wm_mattdamon,incongruent,569,person,male,0.5,0.5,-0.5
604772,Literature,incongruent,752,object,female,0.5,-0.5,0.5
604772,_wf_jessicabiel,incongruent,600,person,female,0.5,-0.5,-0.5
604772,Number,incongruent,542,object,male,0.5,0.5,0.5
604772,_bm_neyo,incongruent,655,person,male,0.5,0.5,-0.5
604772,Decimal,incongruent,806,object,male,0.5,0.5,0.5
604772,_wf_jessicasimpson,incongruent,546,person,female,0.5,-0.5,-0.5
604772,Math,incongruent,835,object,male,0.5,0.5,0.5
604772,_bf_serenawilliams,incongruent,527,person,female,0.5,-0.5,-0.5
604772,Fraction,incongruent,692,object,male,0.5,0.5,0.5
604772,_wf_jessicasimpson,incongruent,457,person,female,0.5,-0.5,-0.5
604772,_wf_jessicabiel,incongruent,1183,person,female,0.5,-0.5,-0.5
604772,Spelling,incongruent,723,object,female,0.5,-0.5,0.5
604772,_wm_nicklachey,incongruent,1451,person,male,0.5,0.5,-0.5
604772,Decimal,incongruent,741,object,male,0.5,0.5,0.5
604772,_wm_mattdamon,incongruent,621,person,male,0.5,0.5,-0.5
604772,Divide,incongruent,930,object,male,0.5,0.5,0.5
604772,_bm_nickcannon,incongruent,1040,person,male,0.5,0.5,-0.5
604772,Essay,incongruent,607,object,female,0.5,-0.5,0.5
604772,_bf_serenawilliams,incongruent,470,person,female,0.5,-0.5,-0.5
604772,Math,incongruent,408,object,male,0.5,0.5,0.5
604772,_bf_aliciakeys,incongruent,539,person,female,0.5,-0.5,-0.5
604772,Fraction,incongruent,684,object,male,0.5,0.5,0.5
604772,_bm_neyo,incongruent,549,person,male,0.5,0.5,-0.5
604772,Poetry,incongruent,552,object,female,0.5,-0.5,0.5
604772,_bm_nickcannon,incongruent,461,person,male,0.5,0.5,-0.5
604772,Vocabulary,incongruent,528,object,female,0.5,-0.5,0.5
604772,_wf_jessicasimpson,incongruent,547,person,female,0.5,-0.5,-0.5
604772,_bf_aliciakeys,incongruent,555,person,female,0.5,-0.5,-0.5
604772,Number,congruent,1567,object,male,-0.5,0.5,0.5
604772,_bf_aliciakeys,congruent,870,person,female,-0.5,-0.5,-0.5
604772,Sentence,congruent,1153,object,female,-0.5,-0.5,0.5
604772,_wf_jessicasimpson,congruent,516,person,female,-0.5,-0.5,-0.5
604772,Divide,congruent,952,object,male,-0.5,0.5,0.5
604772,_wf_jessicabiel,congruent,549,person,female,-0.5,-0.5,-0.5
604772,Poetry,congruent,760,object,female,-0.5,-0.5,0.5
604772,_bf_serenawilliams,congruent,465,person,female,-0.5,-0.5,-0.5
604772,Essay,congruent,1235,object,female,-0.5,-0.5,0.5
604772,_wf_jessicasimpson,congruent,471,person,female,-0.5,-0.5,-0.5
604772,Paragraph,congruent,600,object,female,-0.5,-0.5,0.5
604772,_wm_nicklachey,congruent,523,person,male,-0.5,0.5,-0.5
604772,Vocabulary,congruent,752,object,female,-0.5,-0.5,0.5
604772,_bm_neyo,congruent,474,person,male,-0.5,0.5,-0.5
604772,Count,congruent,876,object,male,-0.5,0.5,0.5
604772,_bm_nickcannon,congruent,486,person,male,-0.5,0.5,-0.5
604772,Multiply,congruent,553,object,male,-0.5,0.5,0.5
604772,_wm_mattdamon,congruent,492,person,male,-0.5,0.5,-0.5
604772,Fraction,congruent,656,object,male,-0.5,0.5,0.5
604772,_wm_nicklachey,congruent,455,person,male,-0.5,0.5,-0.5
604772,Decimal,congruent,1136,object,male,-0.5,0.5,0.5
604772,_bm_nickcannon,congruent,417,person,male,-0.5,0.5,-0.5
604772,Fraction,congruent,512,object,male,-0.5,0.5,0.5
604772,_wf_jessicabiel,congruent,533,person,female,-0.5,-0.5,-0.5
604772,Spelling,congruent,537,object,female,-0.5,-0.5,0.5
604772,_bf_aliciakeys,congruent,460,person,female,-0.5,-0.5,-0.5
604772,Literature,congruent,522,object,female,-0.5,-0.5,0.5
604772,_bf_serenawilliams,congruent,463,person,female,-0.5,-0.5,-0.5
604772,Math,congruent,449,object,male,-0.5,0.5,0.5
604772,_wm_nicklachey,congruent,402,person,male,-0.5,0.5,-0.5
604772,Divide,congruent,515,object,male,-0.5,0.5,0.5
604772,_wm_mattdamon,congruent,419,person,male,-0.5,0.5,-0.5
604772,Number,congruent,391,object,male,-0.5,0.5,0.5
604772,_bm_neyo,congruent,484,person,male,-0.5,0.5,-0.5
604772,Paragraph,congruent,547,object,female,-0.5,-0.5,0.5
604772,_wf_jessicasimpson,congruent,379,person,female,-0.5,-0.5,-0.5
604772,Sentence,congruent,636,object,female,-0.5,-0.5,0.5
604772,_bf_aliciakeys,congruent,433,person,female,-0.5,-0.5,-0.5
604772,Essay,congruent,451,object,female,-0.5,-0.5,0.5
604772,_wm_nicklachey,congruent,580,person,male,-0.5,0.5,-0.5
604774,Spelling,congruent,1050,object,female,-0.5,-0.5,0.5
604774,_wm_nicklachey,congruent,770,person,male,-0.5,0.5,-0.5
604774,Decimal,congruent,821,object,male,-0.5,0.5,0.5
604774,_bm_nickcannon,congruent,550,person,male,-0.5,0.5,-0.5
604774,Count,congruent,679,object,male,-0.5,0.5,0.5
604774,_bm_neyo,congruent,439,person,male,-0.5,0.5,-0.5
604774,Number,congruent,566,object,male,-0.5,0.5,0.5
604774,_wm_mattdamon,congruent,463,person,male,-0.5,0.5,-0.5
604774,Sentence,congruent,607,object,female,-0.5,-0.5,0.5
604774,_wm_nicklachey,congruent,602,person,male,-0.5,0.5,-0.5
604774,Literature,congruent,719,object,female,-0.5,-0.5,0.5
604774,_bf_aliciakeys,congruent,516,person,female,-0.5,-0.5,-0.5
604774,Multiply,congruent,469,object,male,-0.5,0.5,0.5
604774,_wf_jessicabiel,congruent,555,person,female,-0.5,-0.5,-0.5
604774,Math,congruent,584,object,male,-0.5,0.5,0.5
604774,_bf_serenawilliams,congruent,514,person,female,-0.5,-0.5,-0.5
604774,Poetry,congruent,692,object,female,-0.5,-0.5,0.5
604774,_wf_jessicasimpson,congruent,507,person,female,-0.5,-0.5,-0.5
604774,Paragraph,congruent,646,object,female,-0.5,-0.5,0.5
604774,_bf_serenawilliams,congruent,431,person,female,-0.5,-0.5,-0.5
604774,Essay,congruent,803,object,female,-0.5,-0.5,0.5
604774,_bf_serenawilliams,congruent,704,person,female,-0.5,-0.5,-0.5
604774,Vocabulary,congruent,622,object,female,-0.5,-0.5,0.5
604774,_wf_jessicasimpson,congruent,606,person,female,-0.5,-0.5,-0.5
604774,Number,congruent,568,object,male,-0.5,0.5,0.5
604774,_bf_aliciakeys,congruent,594,person,female,-0.5,-0.5,-0.5
604774,Decimal,congruent,668,object,male,-0.5,0.5,0.5
604774,_wm_nicklachey,congruent,496,person,male,-0.5,0.5,-0.5
604774,Sentence,congruent,656,object,female,-0.5,-0.5,0.5
604774,_wf_jessicabiel,congruent,1471,person,female,-0.5,-0.5,-0.5
604774,Spelling,congruent,746,object,female,-0.5,-0.5,0.5
604774,_bm_nickcannon,congruent,494,person,male,-0.5,0.5,-0.5
604774,Divide,congruent,533,object,male,-0.5,0.5,0.5
604774,_wf_jessicasimpson,congruent,615,person,female,-0.5,-0.5,-0.5
604774,Math,congruent,542,object,male,-0.5,0.5,0.5
604774,_bm_neyo,congruent,599,person,male,-0.5,0.5,-0.5
604774,Multiply,congruent,641,object,male,-0.5,0.5,0.5
604774,_wm_mattdamon,congruent,411,person,male,-0.5,0.5,-0.5
604774,Literature,congruent,539,object,female,-0.5,-0.5,0.5
604774,_bm_neyo,congruent,513,person,male,-0.5,0.5,-0.5
604774,Fraction,incongruent,1506,object,male,0.5,0.5,0.5
604774,_wm_nicklachey,incongruent,1079,person,male,0.5,0.5,-0.5
604774,Essay,incongruent,1156,object,female,0.5,-0.5,0.5
604774,_bm_neyo,incongruent,954,person,male,0.5,0.5,-0.5
604774,_bf_serenawilliams,incongruent,657,person,female,0.5,-0.5,-0.5
604774,Number,incongruent,621,object,male,0.5,0.5,0.5
604774,_bm_nickcannon,incongruent,956,person,male,0.5,0.5,-0.5
604774,Decimal,incongruent,1236,object,male,0.5,0.5,0.5
604774,_wf_jessicabiel,incongruent,702,person,female,0.5,-0.5,-0.5
604774,_wm_mattdamon,incongruent,744,person,male,0.5,0.5,-0.5
604774,_bm_neyo,incongruent,827,person,male,0.5,0.5,-0.5
604774,Multiply,incongruent,825,object,male,0.5,0.5,0.5
604774,_bf_aliciakeys,incongruent,868,person,female,0.5,-0.5,-0.5
604774,_bf_aliciakeys,incongruent,1720,person,female,0.5,-0.5,-0.5
604774,Number,incongruent,1115,object,male,0.5,0.5,0.5
604774,_wf_jessicasimpson,incongruent,885,person,female,0.5,-0.5,-0.5
604774,_bm_nickcannon,incongruent,1326,person,male,0.5,0.5,-0.5
604774,Literature,incongruent,1216,object,female,0.5,-0.5,0.5
604774,Spelling,incongruent,960,object,female,0.5,-0.5,0.5
604774,_wf_jessicabiel,incongruent,1120,person,female,0.5,-0.5,-0.5
604774,Multiply,incongruent,997,object,male,0.5,0.5,0.5
604774,_bf_serenawilliams,incongruent,840,person,female,0.5,-0.5,-0.5
604774,Decimal,incongruent,1037,object,male,0.5,0.5,0.5
604774,_wm_nicklachey,incongruent,857,person,male,0.5,0.5,-0.5
604774,Math,incongruent,1084,object,male,0.5,0.5,0.5
604774,_wm_mattdamon,incongruent,870,person,male,0.5,0.5,-0.5
604774,Divide,incongruent,840,object,male,0.5,0.5,0.5
604774,Vocabulary,incongruent,1455,object,female,0.5,-0.5,0.5
604774,_bm_neyo,incongruent,718,person,male,0.5,0.5,-0.5
604774,Poetry,incongruent,1115,object,female,0.5,-0.5,0.5
604774,_bm_nickcannon,incongruent,507,person,male,0.5,0.5,-0.5
604780,_bm_nickcannon,congruent,769,person,male,-0.5,0.5,-0.5
604780,Vocabulary,congruent,564,object,female,-0.5,-0.5,0.5
604780,Poetry,congruent,551,object,female,-0.5,-0.5,0.5
604780,Paragraph,congruent,619,object,female,-0.5,-0.5,0.5
604780,_wm_mattdamon,congruent,434,person,male,-0.5,0.5,-0.5
604780,_bm_neyo,congruent,662,person,male,-0.5,0.5,-0.5
604780,Count,congruent,562,object,male,-0.5,0.5,0.5
604780,_wf_jessicabiel,congruent,590,person,female,-0.5,-0.5,-0.5
604780,Spelling,congruent,529,object,female,-0.5,-0.5,0.5
604780,_bf_aliciakeys,congruent,431,person,female,-0.5,-0.5,-0.5
604780,Decimal,congruent,701,object,male,-0.5,0.5,0.5
604780,_bf_serenawilliams,congruent,600,person,female,-0.5,-0.5,-0.5
604780,Divide,congruent,613,object,male,-0.5,0.5,0.5
604780,_wf_jessicasimpson,congruent,836,person,female,-0.5,-0.5,-0.5
604780,Math,congruent,744,object,male,-0.5,0.5,0.5
604780,_bf_serenawilliams,congruent,602,person,female,-0.5,-0.5,-0.5
604780,Decimal,congruent,1208,object,male,-0.5,0.5,0.5
604780,_bm_nickcannon,congruent,724,person,male,-0.5,0.5,-0.5
604780,Number,congruent,608,object,male,-0.5,0.5,0.5
604780,_wf_jessicasimpson,congruent,445,person,female,-0.5,-0.5,-0.5
604780,Essay,congruent,809,object,female,-0.5,-0.5,0.5
604780,_bf_aliciakeys,congruent,443,person,female,-0.5,-0.5,-0.5
604780,Multiply,congruent,981,object,male,-0.5,0.5,0.5
604780,_wm_nicklachey,congruent,739,person,male,-0.5,0.5,-0.5
604780,Divide,congruent,630,object,male,-0.5,0.5,0.5
604780,_bm_neyo,congruent,1298,person,male,-0.5,0.5,-0.5
604780,Vocabulary,congruent,585,object,female,-0.5,-0.5,0.5
604780,_wf_jessicabiel,congruent,695,person,female,-0.5,-0.5,-0.5
604780,Math,congruent,722,object,male,-0.5,0.5,0.5
604780,_wm_mattdamon,congruent,514,person,male,-0.5,0.5,-0.5
604780,Poetry,congruent,561,object,female,-0.5,-0.5,0.5
604780,_bf_serenawilliams,congruent,625,person,female,-0.5,-0.5,-0.5
604780,Spelling,congruent,546,object,female,-0.5,-0.5,0.5
604780,_wf_jessicabiel,congruent,442,person,female,-0.5,-0.5,-0.5
604780,_wm_nicklachey,congruent,1048,person,male,-0.5,0.5,-0.5
604780,Essay,incongruent,848,object,female,0.5,-0.5,0.5
604780,_wm_nicklachey,incongruent,842,person,male,0.5,0.5,-0.5
604780,Vocabulary,incongruent,727,object,female,0.5,-0.5,0.5
604780,_bf_serenawilliams,incongruent,391,person,female,0.5,-0.5,-0.5
604780,Number,incongruent,756,object,male,0.5,0.5,0.5
604780,_bm_neyo,incongruent,533,person,male,0.5,0.5,-0.5
604780,Sentence,incongruent,652,object,female,0.5,-0.5,0.5
604780,_wf_jessicasimpson,incongruent,458,person,female,0.5,-0.5,-0.5
604780,Decimal,incongruent,563,object,male,0.5,0.5,0.5
604780,_bf_aliciakeys,incongruent,691,person,female,0.5,-0.5,-0.5
604780,_wm_mattdamon,incongruent,967,person,male,0.5,0.5,-0.5
604780,Spelling,incongruent,759,object,female,0.5,-0.5,0.5
604780,_bm_nickcannon,incongruent,442,person,male,0.5,0.5,-0.5
604780,_wm_mattdamon,incongruent,854,person,male,0.5,0.5,-0.5
604780,Divide,incongruent,791,object,male,0.5,0.5,0.5
604780,_wf_jessicabiel,incongruent,622,person,female,0.5,-0.5,-0.5
604780,Fraction,incongruent,764,object,male,0.5,0.5,0.5
604780,_bf_serenawilliams,incongruent,437,person,female,0.5,-0.5,-0.5
604780,_bf_aliciakeys,incongruent,956,person,female,0.5,-0.5,-0.5
604780,Count,incongruent,718,object,male,0.5,0.5,0.5
604780,_wf_jessicasimpson,incongruent,440,person,female,0.5,-0.5,-0.5
604780,Literature,incongruent,530,object,female,0.5,-0.5,0.5
604780,_wm_nicklachey,incongruent,604,person,male,0.5,0.5,-0.5
604780,Fraction,incongruent,653,object,male,0.5,0.5,0.5
604780,Essay,incongruent,1124,object,female,0.5,-0.5,0.5
604780,_wm_mattdamon,incongruent,726,person,male,0.5,0.5,-0.5
604780,Decimal,incongruent,1375,object,male,0.5,0.5,0.5
604780,_wf_jessicabiel,incongruent,763,person,female,0.5,-0.5,-0.5
604780,Sentence,incongruent,588,object,female,0.5,-0.5,0.5
604780,_bm_neyo,incongruent,576,person,male,0.5,0.5,-0.5
604780,Divide,incongruent,683,object,male,0.5,0.5,0.5
604780,_bf_serenawilliams,incongruent,456,person,female,0.5,-0.5,-0.5
604780,Poetry,incongruent,643,object,female,0.5,-0.5,0.5
604780,_wf_jessicasimpson,incongruent,624,person,female,0.5,-0.5,-0.5
604780,Number,incongruent,890,object,male,0.5,0.5,0.5
604780,_bm_nickcannon,incongruent,643,person,male,0.5,0.5,-0.5
604784,Divide,incongruent,1463,object,male,0.5,0.5,0.5
604784,Literature,incongruent,1035,object,female,0.5,-0.5,0.5
604784,_bm_neyo,incongruent,938,person,male,0.5,0.5,-0.5
604784,_wm_nicklachey,incongruent,1218,person,male,0.5,0.5,-0.5
604784,Essay,incongruent,1146,object,female,0.5,-0.5,0.5
604784,_wf_jessicabiel,incongruent,1121,person,female,0.5,-0.5,-0.5
604784,_bf_serenawilliams,incongruent,997,person,female,0.5,-0.5,-0.5
604784,Decimal,incongruent,869,object,male,0.5,0.5,0.5
604784,_bm_nickcannon,incongruent,1115,person,male,0.5,0.5,-0.5
604784,Math,incongruent,1038,object,male,0.5,0.5,0.5
604784,_wf_jessicabiel,incongruent,1191,person,female,0.5,-0.5,-0.5
604784,Sentence,incongruent,958,object,female,0.5,-0.5,0.5
604784,_wm_mattdamon,incongruent,937,person,male,0.5,0.5,-0.5
604784,_bm_neyo,incongruent,1061,person,male,0.5,0.5,-0.5
604784,_wm_nicklachey,incongruent,898,person,male,0.5,0.5,-0.5
604784,Number,incongruent,991,object,male,0.5,0.5,0.5
604784,_bm_neyo,incongruent,944,person,male,0.5,0.5,-0.5
604784,Decimal,incongruent,1148,object,male,0.5,0.5,0.5
604784,_wf_jessicasimpson,incongruent,809,person,female,0.5,-0.5,-0.5
604784,Vocabulary,incongruent,983,object,female,0.5,-0.5,0.5
604784,_bf_aliciakeys,incongruent,979,person,female,0.5,-0.5,-0.5
604784,Essay,incongruent,959,object,female,0.5,-0.5,0.5
604784,_wm_mattdamon,incongruent,811,person,male,0.5,0.5,-0.5
604784,Math,incongruent,975,object,male,0.5,0.5,0.5
604784,_wf_jessicabiel,incongruent,1121,person,female,0.5,-0.5,-0.5
604784,Spelling,incongruent,1164,object,female,0.5,-0.5,0.5
604784,_bm_nickcannon,incongruent,1023,person,male,0.5,0.5,-0.5
604784,Sentence,incongruent,1397,object,female,0.5,-0.5,0.5
604784,_bf_serenawilliams,incongruent,729,person,female,0.5,-0.5,-0.5
604784,Multiply,incongruent,1042,object,male,0.5,0.5,0.5
604784,_bm_nickcannon,incongruent,1059,person,male,0.5,0.5,-0.5
604784,Divide,incongruent,1042,object,male,0.5,0.5,0.5
604784,_wf_jessicasimpson,congruent,963,person,female,-0.5,-0.5,-0.5
604784,_wf_jessicabiel,congruent,876,person,female,-0.5,-0.5,-0.5
604784,Poetry,congruent,1200,object,female,-0.5,-0.5,0.5
604784,_bf_serenawilliams,congruent,1010,person,female,-0.5,-0.5,-0.5
604784,Spelling,congruent,1200,object,female,-0.5,-0.5,0.5
604784,_wm_nicklachey,congruent,786,person,male,-0.5,0.5,-0.5
604784,_bf_aliciakeys,congruent,1522,person,female,-0.5,-0.5,-0.5
604784,Number,congruent,942,object,male,-0.5,0.5,0.5
604784,_wf_jessicasimpson,congruent,616,person,female,-0.5,-0.5,-0.5
604784,_bm_neyo,congruent,1204,person,male,-0.5,0.5,-0.5
604784,_wm_mattdamon,congruent,1027,person,male,-0.5,0.5,-0.5
604784,Decimal,congruent,660,object,male,-0.5,0.5,0.5
604784,_bm_nickcannon,congruent,1022,person,male,-0.5,0.5,-0.5
604784,Literature,congruent,856,object,female,-0.5,-0.5,0.5
604784,_wm_nicklachey,congruent,781,person,male,-0.5,0.5,-0.5
604784,_wm_mattdamon,congruent,986,person,male,-0.5,0.5,-0.5
604784,Vocabulary,congruent,1195,object,female,-0.5,-0.5,0.5
604784,_wm_nicklachey,congruent,823,person,male,-0.5,0.5,-0.5
604784,Decimal,congruent,1211,object,male,-0.5,0.5,0.5
604784,_wf_jessicabiel,congruent,932,person,female,-0.5,-0.5,-0.5
604784,_bm_nickcannon,congruent,827,person,male,-0.5,0.5,-0.5
604784,Spelling,congruent,1116,object,female,-0.5,-0.5,0.5
604784,_bm_neyo,congruent,811,person,male,-0.5,0.5,-0.5
604784,Sentence,congruent,1007,object,female,-0.5,-0.5,0.5
604784,_bm_nickcannon,congruent,838,person,male,-0.5,0.5,-0.5
604784,Number,congruent,958,object,male,-0.5,0.5,0.5
604784,_bf_aliciakeys,congruent,768,person,female,-0.5,-0.5,-0.5
604784,Math,congruent,970,object,male,-0.5,0.5,0.5
604784,_wf_jessicasimpson,congruent,857,person,female,-0.5,-0.5,-0.5
604784,Count,congruent,724,object,male,-0.5,0.5,0.5
604784,_bf_serenawilliams,congruent,738,person,female,-0.5,-0.5,-0.5
604784,Fraction,congruent,819,object,male,-0.5,0.5,0.5
604784,_wf_jessicabiel,congruent,1039,person,female,-0.5,-0.5,-0.5
604789,Essay,congruent,1310,object,female,-0.5,-0.5,0.5
604789,_wf_jessicabiel,congruent,1014,person,female,-0.5,-0.5,-0.5
604789,Number,congruent,936,object,male,-0.5,0.5,0.5
604789,_bf_serenawilliams,congruent,1123,person,female,-0.5,-0.5,-0.5
604789,Vocabulary,congruent,1482,object,female,-0.5,-0.5,0.5
604789,_wm_nicklachey,congruent,843,person,male,-0.5,0.5,-0.5
604789,Fraction,congruent,983,object,male,-0.5,0.5,0.5
604789,_bm_nickcannon,congruent,1326,person,male,-0.5,0.5,-0.5
604789,Poetry,congruent,889,object,female,-0.5,-0.5,0.5
604789,_wm_mattdamon,congruent,702,person,male,-0.5,0.5,-0.5
604789,Decimal,congruent,1435,object,male,-0.5,0.5,0.5
604789,_bm_neyo,congruent,827,person,male,-0.5,0.5,-0.5
604789,Count,congruent,749,object,male,-0.5,0.5,0.5
604789,_wm_nicklachey,congruent,889,person,male,-0.5,0.5,-0.5
604789,Paragraph,congruent,842,object,female,-0.5,-0.5,0.5
604789,_wf_jessicasimpson,congruent,733,person,female,-0.5,-0.5,-0.5
604789,Math,congruent,811,object,male,-0.5,0.5,0.5
604789,_bf_aliciakeys,congruent,733,person,female,-0.5,-0.5,-0.5
604789,Literature,congruent,1030,object,female,-0.5,-0.5,0.5
604789,_wf_jessicasimpson,congruent,593,person,female,-0.5,-0.5,-0.5
604789,Spelling,congruent,858,object,female,-0.5,-0.5,0.5
604789,_wf_jessicabiel,congruent,702,person,female,-0.5,-0.5,-0.5
604789,Poetry,congruent,1264,object,female,-0.5,-0.5,0.5
604789,_bf_aliciakeys,congruent,796,person,female,-0.5,-0.5,-0.5
604789,Paragraph,congruent,842,object,female,-0.5,-0.5,0.5
604789,_bm_nickcannon,congruent,796,person,male,-0.5,0.5,-0.5
604789,Sentence,congruent,1451,object,female,-0.5,-0.5,0.5
604789,_wf_jessicasimpson,congruent,655,person,female,-0.5,-0.5,-0.5
604789,Literature,congruent,1170,object,female,-0.5,-0.5,0.5
604789,_wm_nicklachey,congruent,1217,person,male,-0.5,0.5,-0.5
604789,Number,congruent,920,object,male,-0.5,0.5,0.5
604789,_bm_neyo,congruent,624,person,male,-0.5,0.5,-0.5
604789,Decimal,congruent,562,object,male,-0.5,0.5,0.5
604789,_bf_serenawilliams,congruent,718,person,female,-0.5,-0.5,-0.5
604789,Count,congruent,904,object,male,-0.5,0.5,0.5
604789,_wm_mattdamon,congruent,796,person,male,-0.5,0.5,-0.5
604789,Math,congruent,889,object,male,-0.5,0.5,0.5
604789,_wm_nicklachey,congruent,1185,person,male,-0.5,0.5,-0.5
604789,Multiply,congruent,874,object,male,-0.5,0.5,0.5
604789,_wf_jessicasimpson,congruent,905,person,female,-0.5,-0.5,-0.5
604789,Essay,incongruent,1263,object,female,0.5,-0.5,0.5
604789,_bm_nickcannon,incongruent,1373,person,male,0.5,0.5,-0.5
604789,Divide,incongruent,1138,object,male,0.5,0.5,0.5
604789,_bf_aliciakeys,incongruent,874,person,female,0.5,-0.5,-0.5
604789,Decimal,incongruent,1388,object,male,0.5,0.5,0.5
604789,_wf_jessicasimpson,incongruent,1420,person,female,0.5,-0.5,-0.5
604789,Fraction,incongruent,1154,object,male,0.5,0.5,0.5
604789,_bm_neyo,incongruent,1295,person,male,0.5,0.5,-0.5
604789,Multiply,incongruent,1233,object,male,0.5,0.5,0.5
604789,Spelling,incongruent,1607,object,female,0.5,-0.5,0.5
604789,_bf_serenawilliams,incongruent,1061,person,female,0.5,-0.5,-0.5
604789,Poetry,incongruent,1653,object,female,0.5,-0.5,0.5
604789,_wm_nicklachey,incongruent,1170,person,male,0.5,0.5,-0.5
604789,Essay,incongruent,1060,object,female,0.5,-0.5,0.5
604789,_wf_jessicasimpson,incongruent,874,person,female,0.5,-0.5,-0.5
604789,Poetry,incongruent,1030,object,female,0.5,-0.5,0.5
604789,_bm_neyo,incongruent,967,person,male,0.5,0.5,-0.5
604789,Divide,incongruent,1389,object,male,0.5,0.5,0.5
604789,_wm_nicklachey,incongruent,951,person,male,0.5,0.5,-0.5
604789,Number,incongruent,1638,object,male,0.5,0.5,0.5
604789,_bm_nickcannon,incongruent,889,person,male,0.5,0.5,-0.5
604789,_wm_nicklachey,incongruent,920,person,male,0.5,0.5,-0.5
604789,Fraction,incongruent,1170,object,male,0.5,0.5,0.5
604789,_wf_jessicabiel,incongruent,1388,person,female,0.5,-0.5,-0.5
604789,_bf_aliciakeys,incongruent,1029,person,female,0.5,-0.5,-0.5
604789,_bf_serenawilliams,incongruent,1248,person,female,0.5,-0.5,-0.5
604791,Essay,incongruent,920,object,female,0.5,-0.5,0.5
604791,_wf_jessicasimpson,incongruent,434,person,female,0.5,-0.5,-0.5
604791,Spelling,incongruent,478,object,female,0.5,-0.5,0.5
604791,Divide,incongruent,765,object,male,0.5,0.5,0.5
604791,Vocabulary,incongruent,652,object,female,0.5,-0.5,0.5
604791,_wm_mattdamon,incongruent,591,person,male,0.5,0.5,-0.5
604791,Poetry,incongruent,654,object,female,0.5,-0.5,0.5
